point_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,lithology_factor,fault_dist_km,river_dist_km,ndvi,soil_thickness_m,rain_24h_mm,rain_72h_ari_mm,soil_moisture_pct,factor_of_safety,landslide_occurred,hazard_severity
PT-0737,Nagaland,25.2871,93.44341,1827,30.1,209,0.83,5.93,1.86,0.42,1.6,20.9,129.6,75.5,1.76,0,LOW
PT-0738,Tripura,23.42579,92.35161,1845,27.31,162,0.65,14.44,1.71,0.57,1.48,4.2,138.7,73.0,2.03,0,LOW
PT-0739,Assam (Dima Hasao),25.46689,93.29573,2342,32.28,146,0.8,4.38,0.76,0.44,1.41,13.0,76.7,63.8,1.9,0,LOW
PT-0740,Mizoram,23.23089,92.53618,2655,31.55,267,0.86,5.29,1.85,0.41,2.84,38.6,88.4,66.5,1.28,0,LOW
PT-0741,Arunachal Pradesh,27.75521,92.06842,2650,42.35,257,0.83,4.9,0.66,0.4,1.46,15.1,182.2,85.3,1.43,1,SEVERE
PT-0742,Meghalaya,25.08025,92.3207,2464,31.72,337,0.85,3.29,1.57,0.51,2.91,27.4,97.6,68.0,1.25,0,LOW
PT-0743,Nagaland,25.30453,93.81961,2540,43.92,11,0.89,4.9,1.35,0.42,2.61,14.0,148.4,78.7,0.96,1,HIGH
PT-0744,Tripura,24.13427,91.61021,1579,41.11,259,0.55,7.39,0.67,0.42,2.3,9.1,73.7,62.2,1.18,0,MODERATE
PT-0745,Assam (Dima Hasao),25.71179,93.09159,2422,42.08,27,0.95,4.93,1.71,0.45,2.01,0.0,39.3,57.5,1.28,0,LOW
PT-0746,Mizoram,23.48903,92.33151,1907,45.03,125,0.8,4.83,1.73,0.3,1.35,39.9,119.9,68.5,1.56,0,LOW
PT-0747,Tripura,24.12212,92.24762,1138,22.54,49,0.61,6.96,2.06,0.55,1.72,56.2,215.2,93.3,1.96,0,LOW
PT-0748,Nagaland,25.49624,94.19385,2149,40.72,311,0.84,3.17,0.86,0.41,1.0,25.4,53.1,54.0,2.13,0,LOW
PT-0749,Tripura,23.54556,91.50348,1835,19.72,334,0.57,6.41,0.75,0.61,2.06,155.1,199.7,87.9,2.05,0,LOW
PT-0750,Nagaland,25.63791,93.48917,2016,37.64,207,0.96,2.53,0.77,0.45,1.84,33.3,206.7,89.5,1.27,1,SEVERE
PT-0751,Sikkim,27.09355,88.31038,1914,35.21,230,0.88,5.8,1.6,0.51,3.14,9.9,94.9,68.5,1.09,0,MODERATE
PT-0752,Nagaland,25.26046,93.79454,1977,48.17,101,0.9,4.88,1.93,0.34,2.02,101.2,192.1,82.8,1.08,1,SEVERE
PT-0753,Arunachal Pradesh,27.28279,91.65495,2960,40.03,277,0.77,2.37,0.98,0.41,1.65,5.9,141.7,76.5,1.39,0,LOW
PT-0754,Manipur,24.95835,93.52086,2445,48.01,324,0.89,8.58,0.83,0.34,2.36,45.7,214.5,95.4,0.91,1,SEVERE
PT-0755,Tripura,23.36877,91.64191,1824,35.99,326,0.69,6.27,1.18,0.49,1.74,18.6,99.7,63.8,1.53,0,LOW
PT-0756,Mizoram,23.98591,93.00122,2568,54.54,59,0.93,4.92,2.19,0.31,2.19,36.2,59.3,58.8,1.07,0,MODERATE
PT-0757,Assam (Dima Hasao),25.48286,92.93433,1417,34.74,141,0.86,4.12,0.94,0.41,1.63,11.6,155.6,80.8,1.52,0,LOW
PT-0758,Mizoram,23.44046,92.8289,2153,46.49,113,0.81,5.89,0.56,0.38,2.6,25.7,110.1,70.2,0.97,1,HIGH
PT-0759,Manipur,25.23072,94.08919,2386,34.37,227,0.82,7.82,1.15,0.47,1.37,25.8,149.8,78.7,1.74,0,LOW
PT-0760,Nagaland,25.83766,94.06359,2362,36.12,271,0.87,3.36,0.76,0.48,1.07,12.5,85.5,63.1,2.12,0,LOW
PT-0761,Sikkim,27.63167,88.34067,1212,41.15,192,0.96,2.35,1.37,0.46,1.21,240.0,349.2,98.0,1.6,1,SEVERE
PT-0762,Meghalaya,25.43025,92.94126,2001,45.4,180,0.88,4.55,1.36,0.34,1.8,108.0,281.4,98.0,1.13,1,SEVERE
PT-0763,Arunachal Pradesh,27.58277,91.88901,2691,45.19,237,0.78,7.96,0.43,0.43,1.88,88.6,229.5,97.1,1.1,1,SEVERE
PT-0764,Nagaland,25.54002,94.17373,2107,46.61,325,0.81,3.13,1.38,0.36,1.18,26.3,45.1,56.0,1.76,0,LOW
PT-0765,Meghalaya,25.19317,92.3263,2242,42.07,307,0.91,5.85,1.26,0.46,2.87,23.0,182.3,81.9,0.92,1,SEVERE
PT-0766,Assam (Dima Hasao),24.95727,92.76158,1878,39.03,236,0.85,6.88,1.03,0.38,1.39,51.3,198.9,92.1,1.51,1,SEVERE
PT-0767,Meghalaya,24.80384,92.62646,2307,47.28,349,0.87,8.24,2.19,0.41,1.15,15.1,148.2,73.8,1.71,0,LOW
PT-0768,Sikkim,27.25623,88.9933,2504,54.75,20,0.85,5.15,1.17,0.32,1.94,7.9,66.2,62.8,1.16,0,MODERATE
PT-0769,Nagaland,25.94639,93.82976,2003,36.7,124,0.96,3.09,0.3,0.47,1.16,27.1,82.5,60.7,1.99,0,LOW
PT-0770,Mizoram,23.94703,92.50679,2282,34.49,140,0.89,6.38,0.41,0.43,1.49,22.5,85.6,68.3,1.71,0,LOW
PT-0771,Meghalaya,25.19117,92.12569,1550,33.42,79,0.88,6.17,0.41,0.44,1.85,6.3,56.2,55.4,1.62,0,LOW
PT-0772,Sikkim,27.04131,88.86537,1104,41.29,207,0.88,7.76,2.14,0.43,2.29,37.0,114.4,74.4,1.11,0,MODERATE
PT-0773,Meghalaya,25.55494,92.33846,2094,28.71,342,0.92,4.25,0.75,0.47,1.61,40.5,162.7,79.4,1.79,0,LOW
PT-0774,Tripura,24.00329,92.01636,1754,38.38,268,0.71,9.38,0.86,0.36,2.38,27.8,87.6,68.9,1.18,0,MODERATE
PT-0775,Nagaland,26.24452,93.45717,2057,33.83,131,0.96,3.0,2.07,0.53,1.5,13.0,189.6,84.4,1.61,0,LOW
PT-0776,Mizoram,23.22963,92.33802,2089,41.32,67,0.87,2.96,0.58,0.42,2.28,38.5,182.4,83.3,1.07,1,SEVERE
PT-0777,Nagaland,25.31571,93.52969,2281,43.31,277,0.92,4.78,0.73,0.31,1.95,37.4,125.4,74.0,1.2,0,MODERATE
PT-0778,Tripura,24.51069,91.5521,1863,21.03,323,0.57,7.77,1.18,0.65,1.66,16.2,76.6,62.5,2.52,0,LOW
PT-0779,Mizoram,23.87111,92.24376,1978,40.2,3,0.83,11.96,1.09,0.36,1.14,18.2,185.9,85.3,1.77,1,SEVERE
PT-0780,Meghalaya,24.74231,91.89045,2357,36.73,156,0.79,5.09,0.32,0.41,2.34,8.4,49.2,58.5,1.29,0,LOW
PT-0781,Meghalaya,25.53283,92.49215,2791,46.35,242,0.86,7.09,1.74,0.33,3.05,97.0,162.1,77.1,0.86,1,SEVERE
PT-0782,Arunachal Pradesh,27.85205,92.24508,2615,41.43,288,0.8,2.85,1.7,0.39,3.13,81.8,257.7,98.0,0.8,1,SEVERE
PT-0783,Sikkim,27.71224,88.24266,2040,38.97,191,0.78,3.39,0.9,0.43,2.63,32.8,120.4,69.2,1.1,0,MODERATE
PT-0784,Nagaland,25.37177,93.78058,2236,27.11,240,0.98,9.83,1.74,0.51,3.11,16.2,194.0,88.5,1.21,0,MODERATE
PT-0785,Sikkim,26.85173,88.76755,2601,40.83,145,0.8,2.36,1.67,0.38,2.71,8.2,48.0,53.5,1.13,0,MODERATE
PT-0786,Assam (Dima Hasao),25.2442,92.93591,2413,30.57,338,0.81,5.89,0.71,0.42,2.7,77.1,209.5,89.2,1.17,0,MODERATE
PT-0787,Arunachal Pradesh,28.06612,91.78501,2191,47.58,239,0.77,2.62,0.52,0.43,1.57,47.0,85.1,65.1,1.38,0,LOW
PT-0788,Manipur,25.13557,94.00363,2257,46.78,262,0.86,5.09,2.19,0.43,2.92,38.7,100.3,65.4,0.93,1,HIGH
PT-0789,Nagaland,25.96132,94.06837,2066,51.89,272,0.83,4.3,1.89,0.33,2.03,13.6,40.7,55.8,1.15,0,MODERATE
PT-0790,Mizoram,23.67886,93.17723,2192,44.31,169,0.78,5.41,0.81,0.39,2.52,24.5,43.0,55.2,1.09,0,MODERATE
PT-0791,Sikkim,27.47843,88.46794,2286,48.61,77,0.83,2.63,1.52,0.32,2.01,39.6,149.4,76.4,1.1,0,MODERATE
PT-0792,Meghalaya,24.73662,91.93794,2210,34.76,273,0.85,7.86,1.74,0.47,3.1,18.9,71.9,57.9,1.18,0,MODERATE
PT-0793,Mizoram,23.31595,93.2992,2981,41.8,181,0.78,8.05,2.08,0.34,3.09,101.1,257.0,98.0,0.8,1,SEVERE
PT-0794,Sikkim,27.26617,88.47901,2599,44.02,63,0.8,2.48,2.02,0.42,1.27,10.4,106.1,69.4,1.64,0,LOW
PT-0795,Arunachal Pradesh,27.47815,91.50239,2564,51.51,244,0.77,1.8,1.06,0.24,2.77,97.4,170.9,87.1,0.83,1,SEVERE
PT-0796,Nagaland,25.60098,94.40737,3505,29.53,43,0.93,6.65,1.94,0.43,3.12,45.4,67.9,63.4,1.33,0,LOW
PT-0797,Meghalaya,25.1875,91.91354,2507,42.45,19,0.74,7.25,1.92,0.42,1.82,8.6,52.0,60.8,1.34,0,LOW
PT-0798,Meghalaya,25.40036,92.73238,2714,42.42,56,0.89,3.28,0.53,0.38,1.82,33.0,52.7,51.9,1.39,0,LOW
PT-0799,Sikkim,27.79658,88.04107,1712,53.51,23,0.89,5.59,1.62,0.25,1.22,12.6,96.9,62.0,1.66,0,LOW
PT-0800,Tripura,23.87732,91.74809,1484,32.48,308,0.69,6.0,1.1,0.54,1.57,38.8,211.7,93.3,1.54,0,LOW
PT-0801,Nagaland,25.65335,94.28846,1979,41.96,112,0.9,6.59,0.4,0.43,2.64,17.7,134.2,72.0,1.02,0,MODERATE
PT-0802,Mizoram,23.34155,92.90124,3032,30.39,342,0.89,4.62,2.17,0.46,2.98,23.5,62.5,61.1,1.34,0,LOW
PT-0803,Sikkim,27.62752,88.95973,1811,32.99,93,0.78,4.52,1.85,0.43,1.87,32.8,189.3,83.5,1.42,0,LOW
PT-0804,Manipur,25.20252,93.6778,1826,31.18,60,0.94,5.66,1.18,0.46,3.19,20.9,179.8,87.3,1.07,0,MODERATE
PT-0805,Tripura,24.1159,92.05162,2064,21.02,32,0.69,7.39,0.15,0.58,1.21,42.4,77.2,64.1,3.0,0,LOW
PT-0806,Meghalaya,25.55797,92.12844,2453,16.1,42,0.92,12.11,0.48,0.67,2.95,7.6,134.9,77.4,2.23,0,LOW
PT-0807,Assam (Dima Hasao),25.45009,92.83472,1906,31.53,271,0.87,8.03,0.86,0.44,3.08,23.5,55.0,53.8,1.33,0,LOW
PT-0808,Assam (Dima Hasao),25.58189,93.31133,2707,45.34,312,0.84,4.56,0.2,0.45,1.88,36.9,121.4,71.5,1.21,0,MODERATE
PT-0809,Arunachal Pradesh,27.14334,92.37577,2340,49.71,284,0.85,2.09,1.64,0.35,1.15,11.3,105.7,64.9,1.73,0,LOW
PT-0810,Assam (Dima Hasao),25.03949,92.60133,2253,26.24,127,0.93,4.18,2.12,0.5,2.96,67.3,238.1,93.9,1.23,0,MODERATE
PT-0811,Tripura,23.49089,91.58056,2150,21.01,266,0.59,6.27,1.42,0.57,2.45,6.7,144.3,76.3,1.9,0,LOW
PT-0812,Nagaland,26.13627,94.2951,1463,36.13,20,0.88,8.04,0.34,0.44,2.29,36.1,182.2,87.7,1.14,1,SEVERE
PT-0813,Assam (Dima Hasao),25.19741,92.51629,1143,32.83,185,0.81,8.74,1.14,0.51,1.95,5.6,147.6,80.9,1.41,0,LOW
PT-0814,Mizoram,24.20568,92.87832,2656,34.71,128,0.97,3.02,0.31,0.51,1.53,44.7,169.5,78.3,1.6,0,LOW
PT-0815,Tripura,23.9928,92.25489,2007,19.55,341,0.61,8.3,1.34,0.63,3.1,6.2,147.3,76.0,1.82,0,LOW
PT-0816,Manipur,25.63834,94.28195,2255,48.49,225,0.96,5.13,1.2,0.42,2.79,40.0,165.4,76.6,0.88,1,SEVERE
PT-0817,Meghalaya,24.53897,92.89514,2518,49.73,14,0.88,7.93,0.63,0.39,1.76,16.2,104.8,63.5,1.26,0,LOW
PT-0818,Tripura,24.15893,92.01177,1504,26.52,285,0.68,7.98,0.78,0.51,1.77,43.0,199.3,87.2,1.73,0,LOW
PT-0819,Assam (Dima Hasao),24.94984,92.777,1946,37.8,207,0.82,5.72,0.49,0.42,1.58,20.8,168.8,86.1,1.43,1,SEVERE
PT-0820,Meghalaya,25.66117,92.14731,2357,43.57,259,0.87,5.26,1.69,0.39,1.88,13.9,43.8,55.6,1.32,0,LOW
PT-0821,Manipur,25.68265,93.59492,2405,34.24,68,0.97,3.27,2.11,0.51,2.95,42.2,70.8,65.6,1.18,0,MODERATE
PT-0822,Tripura,24.31136,91.54508,2617,39.22,13,0.63,10.48,2.16,0.38,1.5,14.7,31.7,49.4,1.66,0,LOW
PT-0823,Sikkim,27.75904,88.57993,2436,33.13,290,0.82,2.51,1.19,0.46,2.27,22.4,80.5,65.7,1.38,0,LOW
PT-0824,Arunachal Pradesh,27.94411,91.56627,2886,32.96,120,0.78,2.6,2.11,0.42,2.89,16.1,119.9,67.7,1.21,0,MODERATE
PT-0825,Tripura,23.96243,91.37577,1486,28.49,178,0.67,8.59,1.26,0.59,2.02,2.7,119.8,71.3,1.63,0,LOW
PT-0826,Manipur,24.73759,94.61495,2182,46.1,332,0.8,4.07,1.92,0.31,2.5,63.4,172.4,87.4,0.92,1,SEVERE
PT-0827,Sikkim,27.58633,88.58897,1467,36.91,202,0.82,3.5,1.23,0.47,1.73,104.4,275.5,98.0,1.29,1,SEVERE
PT-0828,Arunachal Pradesh,28.01528,92.41507,2531,55.88,300,0.74,10.97,1.39,0.29,2.61,16.2,130.5,76.3,0.89,1,HIGH
PT-0829,Meghalaya,25.51289,91.79539,1815,46.92,169,0.75,10.5,1.31,0.43,1.85,59.6,97.5,64.9,1.24,0,MODERATE
PT-0830,Nagaland,25.45343,93.60289,2278,33.82,46,0.84,3.78,0.58,0.55,2.39,69.7,171.1,77.8,1.24,0,MODERATE
PT-0831,Sikkim,27.90841,88.07098,2422,38.82,270,0.78,2.99,0.74,0.47,2.25,3.6,47.0,56.7,1.28,0,LOW
PT-0832,Tripura,23.53814,91.51205,2296,17.43,79,0.65,8.13,1.97,0.64,2.94,8.1,158.2,75.1,2.1,0,LOW
PT-0833,Sikkim,27.85235,89.06588,2099,43.03,159,0.97,2.29,1.53,0.41,1.37,10.7,51.3,57.4,1.63,0,LOW
PT-0834,Arunachal Pradesh,28.10538,92.36433,2236,36.89,229,0.91,4.26,0.24,0.4,1.31,27.1,173.1,78.5,1.71,0,LOW
PT-0835,Sikkim,27.82993,89.10535,1558,48.14,302,0.8,3.83,1.49,0.32,2.16,38.0,118.0,71.4,1.07,0,MODERATE
PT-0836,Assam (Dima Hasao),24.90907,92.57257,1734,35.53,320,0.85,5.43,0.27,0.38,1.23,47.0,112.5,74.7,1.86,0,LOW
PT-0837,Mizoram,24.04501,92.94868,2182,37.85,45,0.83,5.01,1.99,0.44,2.41,29.0,51.8,54.4,1.27,0,LOW
PT-0838,Assam (Dima Hasao),24.99212,93.05532,1549,40.09,222,0.91,5.86,0.47,0.4,2.54,9.4,181.1,88.8,0.99,1,SEVERE
PT-0839,Arunachal Pradesh,27.06756,91.49433,2822,46.88,7,0.73,2.7,1.99,0.3,1.64,34.7,200.7,87.5,1.25,1,SEVERE
PT-0840,Meghalaya,25.6945,92.75189,2541,26.09,22,0.76,5.48,1.41,0.49,3.03,37.0,200.8,87.3,1.29,0,LOW
PT-0841,Mizoram,23.61104,92.12227,1895,43.25,97,0.93,4.47,1.36,0.41,1.87,25.2,149.6,75.1,1.23,0,MODERATE
PT-0842,Nagaland,25.21833,94.47266,2181,34.24,167,0.83,5.87,2.11,0.5,2.53,16.9,173.1,80.7,1.17,0,MODERATE
PT-0843,Nagaland,25.55389,94.45272,2307,39.95,254,0.84,4.33,0.17,0.41,1.25,24.6,53.4,58.7,1.8,0,LOW
PT-0844,Nagaland,25.3701,94.12838,2238,35.15,305,0.95,5.22,1.16,0.53,2.69,7.0,24.3,46.9,1.33,0,LOW
PT-0845,Mizoram,24.22621,92.53014,2679,43.29,200,0.85,10.14,1.16,0.35,2.38,63.9,83.1,62.7,1.11,0,MODERATE
PT-0846,Assam (Dima Hasao),25.29199,92.75537,2398,40.0,162,0.77,6.89,0.96,0.42,2.36,135.0,211.1,87.9,1.04,1,SEVERE
PT-0847,Nagaland,25.90118,93.39708,2167,41.6,198,0.95,2.82,0.57,0.42,2.24,52.3,217.6,97.2,1.0,1,SEVERE
PT-0848,Manipur,24.99896,94.15926,2310,26.16,349,0.89,3.72,2.16,0.55,2.05,25.4,185.5,83.0,1.64,0,LOW
PT-0849,Mizoram,23.88451,92.31922,1932,58.0,82,0.84,2.85,1.79,0.21,2.01,29.4,81.9,62.0,1.14,0,MODERATE
PT-0850,Arunachal Pradesh,27.22972,91.73695,2080,50.2,231,0.81,2.73,0.86,0.3,1.88,14.3,65.1,56.2,1.23,0,MODERATE
PT-0851,Assam (Dima Hasao),25.70761,93.28517,1699,36.52,237,0.87,7.61,0.96,0.47,1.47,5.8,128.4,71.3,1.63,0,LOW
PT-0852,Manipur,24.72106,93.68061,2064,33.85,196,0.98,4.41,2.08,0.39,1.45,9.5,186.8,87.9,1.63,0,LOW
PT-0853,Meghalaya,25.27949,92.45008,1870,37.35,162,0.82,8.26,0.37,0.51,1.7,32.6,168.9,85.9,1.37,1,SEVERE
PT-0854,Nagaland,26.02435,93.4929,2202,53.91,27,0.87,2.74,2.06,0.28,2.64,18.8,44.7,56.1,0.96,1,HIGH
PT-0855,Arunachal Pradesh,27.68014,92.24391,2425,32.45,148,0.78,5.55,0.44,0.54,1.36,120.5,203.1,90.3,1.74,0,LOW
PT-0856,Tripura,24.15984,91.58748,1493,29.28,58,0.66,6.4,1.03,0.55,1.3,23.9,67.0,54.9,2.24,0,LOW
PT-0857,Arunachal Pradesh,28.09713,91.95187,3014,50.6,251,0.91,3.59,1.96,0.41,2.95,7.2,71.7,59.7,0.9,1,HIGH
PT-0858,Meghalaya,24.64317,92.88203,2002,40.82,324,0.79,6.31,2.09,0.34,2.33,5.7,167.7,81.1,1.07,1,SEVERE
PT-0859,Meghalaya,24.94826,92.06326,1976,14.81,12,0.83,9.11,0.21,0.58,1.67,28.4,50.1,58.5,3.0,0,LOW
PT-0860,Tripura,24.11129,91.6495,1849,40.91,319,0.53,8.13,0.74,0.36,2.03,59.4,119.0,69.9,1.23,0,MODERATE
PT-0861,Arunachal Pradesh,27.94378,92.27435,1990,45.63,175,0.75,2.56,0.65,0.32,1.62,29.9,155.7,82.3,1.29,1,HIGH
PT-0862,Arunachal Pradesh,28.01377,92.32498,2366,47.89,54,0.77,1.99,0.24,0.36,1.52,3.9,138.2,77.8,1.36,0,LOW
PT-0863,Arunachal Pradesh,28.02419,91.99095,2748,49.85,235,0.85,2.5,1.5,0.35,1.12,125.1,293.0,98.0,1.64,1,SEVERE
PT-0864,Nagaland,25.08461,94.33991,2276,39.25,40,0.88,4.96,0.5,0.47,2.56,61.3,153.7,81.1,1.04,1,HIGH
PT-0865,Sikkim,27.26102,88.6091,2723,58.0,134,0.81,3.95,2.14,0.3,2.55,10.4,78.4,67.2,0.94,1,HIGH
PT-0866,Meghalaya,24.9836,92.76325,2405,33.76,327,0.79,4.59,1.83,0.51,2.17,48.6,105.1,70.7,1.36,0,LOW
PT-0867,Nagaland,25.15394,93.98271,2094,41.17,220,0.82,6.11,1.6,0.33,2.64,44.4,210.6,89.9,0.94,1,SEVERE
PT-0868,Nagaland,25.76304,94.26258,2464,36.03,245,0.87,3.39,1.13,0.46,2.64,9.3,138.3,74.5,1.13,0,MODERATE
PT-0869,Tripura,23.70924,92.2055,1589,33.17,237,0.62,6.38,1.68,0.46,1.05,19.0,197.3,89.7,2.09,0,LOW
PT-0870,Manipur,25.09885,93.94126,1437,44.69,77,0.91,3.51,0.3,0.36,1.33,1.1,80.8,60.8,1.62,0,LOW
PT-0871,Mizoram,23.39329,92.69384,1832,38.69,81,0.87,5.54,0.84,0.36,3.1,32.4,70.7,60.7,1.06,0,MODERATE
PT-0872,Tripura,24.28435,91.74961,1734,32.41,81,0.6,6.93,1.4,0.5,2.32,20.9,97.5,68.3,1.37,0,LOW
PT-0873,Meghalaya,24.95348,92.92452,2207,43.53,213,0.78,10.43,1.55,0.45,2.99,45.6,139.2,73.4,0.92,1,HIGH
PT-0874,Arunachal Pradesh,27.67266,91.64727,2511,45.34,164,0.88,3.62,2.01,0.41,2.34,16.2,124.1,76.2,1.03,0,MODERATE
PT-0875,Arunachal Pradesh,27.59315,91.3647,1850,44.01,41,0.83,3.05,1.99,0.45,2.6,24.7,71.6,63.5,1.04,0,MODERATE
PT-0876,Meghalaya,24.94654,92.69331,2100,30.74,1,0.8,7.56,1.11,0.44,1.6,210.9,325.7,98.0,1.55,0,LOW
PT-0877,Assam (Dima Hasao),25.71927,93.1271,2415,43.87,99,0.86,5.75,0.62,0.36,2.54,18.4,67.1,57.7,1.08,0,MODERATE
PT-0878,Sikkim,27.51196,88.91485,2455,49.38,75,0.87,3.2,0.43,0.33,1.69,25.5,73.1,62.1,1.31,0,LOW
PT-0879,Mizoram,23.31548,92.26424,2150,43.71,167,0.88,3.95,0.76,0.42,2.21,34.1,114.4,68.4,1.13,0,MODERATE
PT-0880,Sikkim,27.50235,88.38882,2170,42.09,261,0.79,5.16,0.38,0.33,1.15,37.0,207.1,87.9,1.71,1,SEVERE
PT-0881,Arunachal Pradesh,28.14678,91.65579,2644,33.33,252,0.8,1.66,0.97,0.52,2.53,4.7,53.9,53.4,1.39,0,LOW
PT-0882,Mizoram,23.39288,92.17782,2129,39.33,329,0.94,3.44,0.19,0.38,1.51,102.2,199.8,87.2,1.44,1,SEVERE
PT-0883,Manipur,24.68311,94.33864,2155,26.85,356,0.87,3.18,0.52,0.45,1.5,21.5,49.8,59.8,2.16,0,LOW
PT-0884,Meghalaya,24.98662,91.94271,2082,46.53,318,0.79,5.23,1.17,0.31,1.44,20.1,89.1,62.2,1.5,0,LOW
PT-0885,Nagaland,25.86056,93.93198,2472,20.48,343,0.9,3.8,0.49,0.51,2.77,44.3,92.3,66.0,1.96,0,LOW
PT-0886,Mizoram,24.11952,92.91905,1777,50.48,184,0.86,5.41,0.58,0.39,2.86,1.2,18.2,52.3,0.95,1,HIGH
PT-0887,Arunachal Pradesh,27.22762,92.38615,2540,38.89,200,0.84,1.95,1.13,0.44,1.63,43.6,99.6,68.1,1.48,0,LOW
PT-0888,Sikkim,27.75322,88.74313,1607,53.33,0,0.84,3.2,1.29,0.25,1.12,10.6,95.4,69.8,1.75,0,LOW
PT-0889,Nagaland,25.41597,94.17435,2254,38.41,61,0.86,3.26,2.05,0.49,2.76,125.9,263.7,98.0,0.91,1,SEVERE
PT-0890,Sikkim,27.78635,89.11845,2422,43.67,120,0.87,7.44,1.56,0.35,1.05,3.3,132.4,71.3,1.9,0,LOW
PT-0891,Manipur,25.47362,93.45588,2140,23.87,211,0.83,3.03,1.98,0.58,3.11,36.9,170.5,79.5,1.46,0,LOW
PT-0892,Mizoram,23.1493,92.43635,2015,43.81,229,0.93,16.5,0.19,0.4,2.89,60.7,206.4,92.6,0.84,1,SEVERE
PT-0893,Sikkim,27.07382,88.1061,2750,32.65,278,0.81,4.69,0.88,0.49,1.32,20.6,64.3,58.2,2.0,0,LOW
PT-0894,Tripura,24.50022,92.17078,2128,32.72,253,0.67,7.31,2.12,0.41,1.56,129.3,250.8,98.0,1.51,0,LOW
PT-0895,Meghalaya,25.57769,92.17214,1570,54.61,74,0.85,5.14,1.85,0.24,2.76,84.7,133.7,76.3,0.86,1,HIGH
PT-0896,Nagaland,26.06813,94.44687,2138,48.38,266,0.82,2.51,2.06,0.37,1.36,61.9,132.2,70.3,1.51,0,LOW
PT-0897,Arunachal Pradesh,27.63814,91.72395,2048,39.86,295,0.79,2.81,1.68,0.35,2.41,89.9,252.6,97.5,0.97,1,SEVERE
PT-0898,Sikkim,27.80182,89.16314,1880,44.71,36,0.92,2.92,1.69,0.35,1.46,47.8,94.3,60.9,1.51,0,LOW
PT-0899,Mizoram,23.26529,92.33286,2067,40.47,129,0.86,3.12,2.08,0.44,1.02,21.0,97.9,64.6,2.04,0,LOW
PT-0900,Tripura,24.08226,91.962,842,17.12,255,0.59,6.08,1.57,0.67,1.84,5.2,133.8,75.6,2.7,0,LOW
PT-0901,Arunachal Pradesh,28.11895,92.07182,2328,51.33,249,0.87,1.73,0.63,0.26,1.54,33.4,63.9,57.9,1.4,0,LOW
PT-0902,Arunachal Pradesh,27.26965,92.4308,2404,50.31,231,0.76,2.82,0.12,0.27,2.9,47.1,135.4,74.8,0.86,1,HIGH
PT-0903,Tripura,23.64969,91.92806,1298,28.94,24,0.58,6.31,1.19,0.46,1.99,6.8,121.0,70.9,1.63,0,LOW
PT-0904,Meghalaya,25.67228,91.85218,2089,30.36,198,0.89,7.31,2.0,0.54,1.1,20.8,148.5,81.1,2.21,0,LOW
PT-0905,Assam (Dima Hasao),25.42659,93.3801,1969,38.53,84,0.79,7.37,2.09,0.44,1.96,60.0,78.4,62.5,1.36,0,LOW
PT-0906,Arunachal Pradesh,27.7418,91.37759,2386,38.02,285,0.86,1.67,0.28,0.49,2.46,35.4,90.5,69.2,1.16,0,MODERATE
PT-0907,Meghalaya,24.65521,91.95439,1838,25.98,228,0.86,5.17,1.27,0.53,3.14,31.2,65.3,54.8,1.58,0,LOW
PT-0908,Assam (Dima Hasao),24.74686,92.56986,1974,34.66,30,0.86,4.03,1.2,0.42,2.17,83.4,151.1,75.7,1.3,0,LOW
PT-0909,Tripura,24.28147,91.4764,1773,17.55,50,0.56,8.01,1.42,0.66,1.16,43.6,82.6,65.8,3.0,0,LOW
PT-0910,Tripura,23.93606,92.43483,1603,20.83,211,0.7,7.12,0.57,0.54,1.13,102.3,246.1,94.4,2.81,0,LOW
PT-0911,Arunachal Pradesh,27.44893,91.97772,1908,52.36,65,0.82,8.96,1.17,0.3,2.92,15.9,116.9,70.7,0.85,1,HIGH
PT-0912,Nagaland,25.59929,93.4271,2224,41.89,74,0.95,2.6,0.68,0.37,2.43,20.4,173.4,84.2,1.01,1,SEVERE
PT-0913,Mizoram,24.14645,92.67389,2245,27.41,352,0.89,4.85,1.53,0.54,2.73,20.6,149.7,82.7,1.34,0,LOW
PT-0914,Nagaland,25.38191,93.71185,2451,38.18,262,0.85,9.04,0.78,0.39,1.42,13.6,83.9,65.2,1.66,0,LOW
PT-0915,Mizoram,23.43669,92.61862,1696,33.07,71,0.93,5.71,0.5,0.5,2.57,11.4,102.7,67.8,1.28,0,LOW
PT-0916,Nagaland,25.94951,94.44137,1983,35.72,324,0.97,3.01,1.46,0.45,1.54,15.8,124.6,72.8,1.6,0,LOW
PT-0917,Meghalaya,24.81567,91.84646,2299,41.17,281,0.93,3.21,0.5,0.48,3.04,234.7,346.0,98.0,0.82,1,SEVERE
PT-0918,Manipur,24.89903,93.48119,2564,18.94,304,0.81,4.44,0.76,0.53,1.27,49.7,71.5,56.4,3.0,0,LOW
PT-0919,Nagaland,25.73819,93.7121,1384,42.61,351,0.88,2.6,1.49,0.32,1.25,37.4,99.3,64.3,1.71,0,LOW
PT-0920,Assam (Dima Hasao),25.31197,93.09474,2466,34.0,121,0.79,6.02,0.77,0.42,2.77,14.1,130.8,78.3,1.13,0,MODERATE
